"0	1	2	3	4	5	6	7	8	9	10	11	12	13	14"
"1.0	9718.07	9838.33	9728.25	46248428075.0	94440884.52489999	95609579.6231	94539814.47749999	449445461422815.25	96792737.1889	95709733.8225	455007297383114.75	94638848.0625	449916270420618.75	2.1389170994084483e+21"
"1.0	9762.68	10125.87	9747.39	47166351947.0	95309920.78240001	98855628.53160001	95160649.4052	460470000825938.0	102533243.25690001	98700803.9793	477600348189568.94	95011611.8121	459748827304668.3	2.2246647559882707e+21"
"1.0	10102.09	10533.73	10009.76	61191201960.0	102052222.3681	106412688.4957	101119496.39840001	618159029408096.4	110959467.7129	105440109.2048	644571599822110.8	100195295.25760001	612509245731129.6	3.744363197309508e+21"
"1.0	10457.43	10678.71	10457.43	48819317887.0	109357842.20490001	111671862.31529999	109357842.20490001	510524599451050.44	114034847.26409999	111671862.31529999	521327338113085.75	109357842.20490001	510524599451050.44	2.3833257989519583e+21"
"1.0	10642.22	10773.18	10601.61	46430279131.0	113256846.52839999	114650551.65959999	112824665.9742	494121245173510.8	116061407.31240001	114213052.8198	500201754528506.56	112394134.59210001	492235711538000.94	2.155770820182574e+21"
"1.0	10669.92	10856.68	10657.62	46663641494.0	113847192.8064	115839907.06560001	113715952.79040001	497897321649660.5	117867500.6224	115706369.90160002	506612223335079.94	113584864.06440002	497323358859284.3	2.1774954374805586e+21"
"1.0	10836.04	10941.6	10836.04	50755776012.0	117419762.88160002	118563615.26400001	117419762.88160002	549991619097072.5	119718610.56	118563615.26400001	555349398812899.2	117419762.88160002	549991619097072.5	2.576148798580315e+21"
"1.0	10943.52	10927.05	10822.7	46408881575.0	119760629.99040002	119580390.21599999	118438433.90400001	507876523693644.0	119400421.70249999	118260184.035	507112169414103.7	117130835.29000002	502269402621752.56	2.1537842890423746e+21"
"1.0	10916.63	12314.77	10859.3	83529140534.0	119172810.55689998	134435787.6251	118546960.15899998	911856721427680.4	151653560.1529	133729781.861	1028642153973887.2	117924396.48999998	907067995800866.1	6.977117318348721e+21"
"1.0	12206.79	13105.13	11900.92	93450881605.0	149005722.10410002	159971569.8327	145272031.2468	1140735287067098.0	171744432.31689999	155963103.7196	1224685952048133.5	141631896.8464	1112151465910576.6	8.733067272751728e+21"
"1.0	12103.09	12691.06	12096.09	62856948072.0	146484787.5481	153601041.3754	146400065.9181	760763299640742.5	161063003.9236	153512203.9554	797721299398636.2	146315393.2881	760323301004238.5	3.9509959209261046e+21"
"1.0	12650.38	12847.4	12568.09	57245685298.0	160032114.14439997	162524492.012	158991114.3742	724179672380113.2	165055686.76	161467279.466	735458217297525.1	157956886.2481	719468924936940.9	3.277068485237653e+21"
"1.0	12813.78	13076.46	12596.06	66576018255.0	164192957.88840002	167558881.61879998	161403141.7068	853090451195554.0	170993806.13159996	164711874.7476	870578639670777.2	158660727.52359998	838595520501075.2	4.432366206690093e+21"
"1.0	12573.69	12618.09	12212.5	64383494855.0	158097680.2161	158655952.0521	153556189.125	809538105423365.0	159216195.2481	154098424.125	812396732594927.0	149145156.25	786283430916687.5	4.1452344097438113e+21"
"1.0	12551.5	12740.02	12452.61	60591228695.0	157540152.25	159906361.03	156298934.41500002	760510806965292.5	162308109.6004	158646500.45220003	771933465398873.9	155067495.81210002	754518940359644.0	3.6712969947697916e+21"
"1.0	12648.7	13337.79	12602.54	69930093790.0	159989611.69000003	168705704.37300003	159405747.698	884524777321573.0	177896642.08410004	168090031.9866	932712905651324.1	158824014.45160002	881296804192226.6	4.890218017478196e+21"
"1.0	13118.5	13969.81	12917.11	85388681944.0	172095042.25	183262952.48499998	169453107.535	1120171424082364.0	195155591.43609998	180449572.4491	1192863662908110.5	166851730.75210002	1102974997425661.9	7.291227004133591e+21"
"1.0	13883.13	13931.15	13611.7	72578485493.0	192741298.5969	193407966.49949998	188973000.621	1007616549302433.0	194076940.3225	189626634.455	1011101768175806.9	185278376.89000002	987916570985068.1	5.267636556457611e+21"
"1.0	13793.51	13896.76	13429.67	65274061291.0	190260918.1201	191685098.02760002	185242287.4417	900358417158021.4	193119938.49760002	186628900.8692	907097963986317.1	180356036.3089	876609102697904.0	4.2607030774212246e+21"
"1.0	13444.42	13450.61	11767.84	88188810414.0	180752429.1364	180835650.09620002	158211783.4528	1185647406506190.0	180918909.37210003	158284626.3824	1186193295242652.5	138482058.2656	1037791810742285.8	7.777266282236434e+21"
"1.0	12193.24	12639.67	11745.08	80096322005.0	148675101.6976	154118529.8308	143210579.2592	976633677324246.1	159761257.7089	148453935.3236	1012391078356938.4	137946904.2064	940737709654485.4	6.415420798728647e+21"
"1.0	12073.91	12553.66	12016.46	59342846267.0	145779302.6881	151571761.0106	145085656.55859998	716500184971594.0	157594379.3956	150850553.24359998	744969915468187.2	144395310.93159997	713090938453554.8	3.521573403068796e+21"
"1.0	12399.22	13138.76	12399.22	64195297371.0	153740656.6084	162910375.7672	153740656.6084	795971615068450.6	172627014.3376	162910375.7672	843446605286200.0	153740656.6084	795971615068450.6	4.1210362045511196e+21"
"1.0	13064.09	13785.38	13053.15	79187547236.0	170670447.5281	180093445.00419998	170527526.3835	1034513243970355.2	190036701.74439996	179942632.947	1091630429916209.6	170384724.92249998	1033646932203593.4	6.270667637253731e+21"
"1.0	13660.76	13691.7	13066.92	67954478024.0	186616363.77760002	187039027.692	178504058.05920002	928309815211138.2	187462648.89000002	178908348.564	930412326761200.9	170744398.2864	887955727981366.1	4.617811083514299e+21"
"1.0	13169.67	13493.04	13064.85	51020709976.0	173440207.9089	177698884.0968	172059763.0995	671925913549627.9	182062128.44160002	176284543.64400002	688424480534567.1	170690305.5225	666577922729943.6	2.603112846455106e+21"
"1.0	13226.01	13858.14	13190.2	56486445444.0	174927340.5201	183287898.2214	174453717.102	747090292306798.5	192048044.25959998	182791638.22800002	782797069065314.1	173981376.04000002	745067512695448.9	3.1907185188979883e+21"
"1.0	13634.92	13945.72	13466.35	58311257556.0	185911043.4064	190148776.5424	183612604.942	795069331875455.5	194483106.3184	187797946.52199998	813192470723860.2	181342582.32250002	785239803189240.6	3.4002027577621673e+21"
"1.0	13560.51	13682.08	13308.7	54715061711.0	183887431.4601	185535982.6608	180472759.437	741964141482632.6	187199313.1264	182090698.09600002	748615851534838.9	177121495.69000003	728186341793185.8	2.993737978038538e+21"
"1.0	13555.77	13664.71	13141.05	50815353532.0	183758900.29290003	185235665.87669998	178137051.3585	688841244948479.6	186724299.3841	179568637.3455	694377069562255.6	172687195.1025	667767101531688.6	2.582200154582145e+21"
"1.0	13240.8	13300.1	12369.6	54848196095.0	175318784.64	176103964.07999998	163783399.68	726233994854676.0	176892660.01000002	164516916.96	729486492883109.5	153007004.16	678450246416712.0	3.008324614875573e+21"
"1.0	12664.34	12934.79	12610.04	41742535872.0	160385507.6356	163810578.38860002	159697833.9736	528641666745204.5	167308792.34410003	163108219.29160002	539930935571786.94	159013108.8016	526375047047354.94	1.742439301025207e+21"
"1.0	12861.38	13025.83	12767.63	38825945503.0	165415095.50439999	167530149.4454	164209341.12939999	499355238973374.1	169672247.1889	166308977.8829	505740165711342.5	163012375.81689999	495715306582467.9	1.507454044201926e+21"
"1.0	12899.5	13006.09	12291.24	45477123670.0	166397100.25	167772057.955	158550850.38	586632156781165.0	169158377.08810002	159860973.6516	591479563393150.2	151074580.7376	558970241537650.8	2.0681687772964743e+21"
"1.0	12287.26	12519.43	12189.15	43716845839.0	150976758.3076	153829491.4618	149771255.229	537160251203711.1	156736127.52490002	152601210.1845	547309991302151.8	148575377.7225	532871191458446.8	1.9111626101108916e+21"
"1.0	12448.77	12506.55	12102.19	40776269464.0	154971874.51290002	155691164.44349998	150657379.8063	507614400015359.3	156413792.90249997	151356644.3445	509970452864989.2	146463002.79610002	493482160544526.2	1.6627041514007387e+21"
"1.0	12180.68	12685.89	12177.17	45041320319.0	148368965.2624	154522766.6052	148326211.0756	548633909583236.94	160931805.0921	154478239.1313	571389235021598.9	148283469.2089	548475814548917.25	2.0287205360787624e+21"
"1.0	12635.77	13149.15	12594.93	47338134419.0	159662683.4929	166149635.0955	159146638.6461	598153778747567.6	172900145.7225	165612623.8095	622456230195593.9	158632261.7049	596220489337895.6	2.2408989702713125e+21"
"1.0	13124.61	13196.65	12885.62	45306900255.0	172255387.65210003	173200884.55650002	169118737.1082	594635396155775.6	174151571.2225	170047017.173	597899305250145.8	166039202.78440002	583807500063833.1	2.052715210716519e+21"
"1.0	12999.74	13364.88	12900.33	45067717513.0	168993240.06759998	173739965.1312	167700935.9142	585868610062446.6	178620017.41439998	172411362.4104	602324636435143.4	166418514.1089	581388428264479.2	2.031099161831567e+21"
"1.0	13359.47	13359.8	12999.26	38262651032.0	178475438.68089998	178479847.306	173663223.9922	511168738582473.0	178484256.04	173667513.748	511181365257313.56	168980760.5476	497386149054236.3	1.4640304639966107e+21"
"1.0	13037.8	13849.41	12830.78	47818587074.0	169984228.83999997	180565837.69799998	167285143.484	623449174553397.1	191806157.3481	177698732.8398	662259218008526.4	164628915.40840003	613549770657337.8	2.2866172697537198e+21"
"1.0	13806.65	13741.63	12767.56	52870709560.0	190623584.2225	189725875.83949998	176277232.274	729967382146574.0	188832395.05689996	175447085.52279997	726529728610982.8	163010588.3536	675029956549873.6	2.7953119293778753e+21"
"1.0	12879.21	13066.38	12789.36	33745915782.0	165874050.22409996	168284651.95979998	164716853.2056	434620735998692.2	170730286.30439997	167110637.7168	440936959055609.1	163567729.2096	431588665465679.56	1.1387868319658367e+21"
"1.0	13029.94	13332.89	12865.56	35000969142.0	169779336.4036	173726756.7266	167637474.8664	456060527862111.5	177765955.7521	171535096.26839998	466664071463680.4	165522634.1136	450307068554549.5	1.2250678408792362e+21"
"1.0	13232.76	13301.33	12960.17	31553918280.0	175105937.21760002	176013307.5708	171498819.1692	417545427658852.8	176925379.7689	172387498.0261	419709079835312.4	167966006.4289	408944145074907.6	9.956497588209181e+20"
"1.0	12971.95	13117.61	12872.79	27431833128.0	168271486.8025	170160981.03950003	166985188.24050003	355844367744759.6	172071692.1121	168860238.83190003	359840088558184.1	165708722.38410002	353124227171787.1	7.525054687624382e+20"
"1.0	12955.97	13094.59	12700.59	33507803432.0	167857158.6409	169653115.20229998	164548463.0223	434126096030889.0	171468287.2681	166309018.80810001	438770947742632.9	161304986.3481	425568873190424.9	1.122772890837551e+21"
"1.0	13073.56	13109.17	12955.63	28724451794.0	170917971.0736	171383520.5452	169376206.14279997	375530843995966.6	171850338.0889	169837556.1271	376553721724351.0	167848348.69689998	372143369395900.2	8.250941308658298e+20"
"1.0	13067.05	13147.8	13023.36	31833021280.0	170747795.7025	171802959.98999998	170176896.288	415963680716824.0	172864644.83999997	171228532.608	418534197185184.0	169607905.68960002	414572896017100.8	1.0133412438129329e+21"
"1.0	13145.23	13276.43	13036.73	34518676148.0	172797071.75289997	174521725.9289	171370814.2979	453755937260974.0	176263593.5449	173081233.2739	458284787571591.6	169956329.09289998	450010660898916.0	1.1915390030105042e+21"
"1.0	13253.5	13333.49	12614.49	41244460346.0	175655262.25	176715409.715	167186143.215	546633455195711.0	177781955.5801	168195176.2701	549932599578787.5	159125357.9601	520277832590013.5	1.7011055092327664e+21"
"1.0	12709.53	12932.88	12671.92	30725609173.0	161532152.82090002	164370826.3464	161054147.3976	390508051552518.7	167259385.0944	163884420.72959998	397370616361308.2	160577556.4864	389352461391522.2	9.440630590519417e+20"
"1.0	12883.42	12900.37	12768.28	23868245416.0	165982510.8964	166200884.86540002	164499113.9176	307504630357402.75	166419546.1369	164715536.26360002	307909197117203.94	163028974.15840003	304756440580204.5	5.69693139238405e+20"
"1.0	12879.1	12885.51	12739.15	25903583961.0	165871216.81	165953771.84100002	164068786.765	333614848192115.1	166036367.9601	164150444.71649998	333780890165305.1	162285942.7225	329989641616773.1	6.709956620245765e+20"
"1.0	12801.99	12896.67	12290.48	36136581920.0	163890947.9601	165103040.3733	157342602.05519998	462620160374020.8	166324097.0889	158506264.7016	466041571950206.4	151055898.6304	444135937356121.56	1.305852552860871e+21"
"1.0	12795.83	12965.88	12726.54	29184533677.0	163733265.3889	165909196.28039998	162846642.3282	373440331560166.94	168114044.17439997	165010790.4552	378403161511940.75	161964820.37160003	371418135221687.6	8.517370059439471e+20"
"1.0	12902.02	12919.16	12650.81	27395680257.0	166462120.08040002	166683260.7032	163221003.6362	353459614589419.1	166904695.1056	163437838.5196	353929176549024.1	160042993.65609998	346577545752058.1	7.505232967437796e+20"
"1.0	12873.31	12874.96	12686.15	24155673479.0	165722110.3561	165743351.31759998	163312741.65649998	310963472953945.5	165764595.00159997	163333673.804	311003329815185.8	160938401.8225	306442497105615.8	5.83496561224064e+20"
"1.0	12791.84	12794.76	12621.58	26717885071.0	163631170.58560002	163668522.7584	161453231.9072	341770910966620.6	163705883.4576	161490086.9208	341848927191027.94	159304281.6964	337221923854432.2	7.138453826671647e+20"
"1.0	12644.25	12785.8	12584.94	23313296616.0	159877058.0625	161666851.64999998	159127127.595	294779150736858.0	163476681.64	160908525.852	298079147872852.8	158380714.8036	293396439114563.06	5.435097991055971e+20"
"1.0	12698.64	12794.16	12664.26	20866871037.0	161255457.8496	162468431.94239998	160818878.60639998	264980883225289.66	163690530.1056	162028568.7216	266974086746743.9	160383481.3476	264263480199037.62	4.3542630687478946e+20"
"1.0	12664.92	13056.0	12668.38	28496005406.0	160400198.6064	165353195.52	160444019.22959998	360899628786557.5	170459136.0	165398369.28	372043846580736.0	160487851.82439998	360998224965262.25	8.120223240987813e+20"
"1.0	13022.06	13066.63	12929.43	23031642516.0	169574046.6436	170154439.85779998	168367813.2258	299919430741902.94	170736819.55689996	168944077.9209	300945951048841.06	167170160.1249	297786009695645.9	5.304565569848188e+20"
"1.0	13044.72	13117.09	12620.23	25872351423.0	170164719.87839997	171108766.26479998	164627366.68559998	337497580054636.56	172058050.0681	165540692.7307	339369962127119.06	159270205.25289997	326515025599087.25	6.693785681552102e+20"
"1.0	12708.68	12741.9	12410.43	25386798592.0	161510547.3424	161932729.692	157720183.5324	322632699530178.56	162356015.60999998	158132458.017	323476048979404.8	154018772.7849	315061086850114.56	6.444895427507732e+20"
"1.0	12629.27	12700.01	12478.42	25103964291.0	159498460.73290002	160391855.29270002	157593335.3534	317044743101397.56	161290254.00010002	158476058.7842	318820597535342.94	155710965.69640002	313257810088100.25	6.302090231238031e+20"
"1.0	12548.0	12602.73	12315.86	23641682587.0	157452304.0	158139056.04	154539411.28	296655833101676.0	158828803.4529	155213458.2978	297949742389662.5	151680407.5396	291167652905929.8	5.58929155544459e+20"
"1.0	12384.63	12588.68	12284.8	19916227978.0	153379060.23689997	155906143.98839998	152142702.62399998	246655114503178.12	158474864.1424	154649416.06399998	250719020822089.03	150916311.04	244666877464134.38	3.9665613687167e+20"
"1.0	12501.65	12620.33	12371.51	22480712343.0	156291252.7225	157774948.5445	154664287.9915	281045997462865.94	159272729.3089	156132538.7983	283714008403733.2	153054259.6801	278120357558547.94	5.0538242744871256e+20"
"1.0	12545.05	12590.16	12430.25	21361266758.0	157378279.50249997	157944186.70799997	155938107.7625	267978159542447.88	158512128.8256	156498836.34	268941766285901.28	154511115.0625	265525886118629.5	4.5630371750643584e+20"
"1.0	12415.63	12656.68	12356.55	21708531243.0	154147868.29689997	157140655.9084	153414352.87649998	269525091756528.06	160191548.62240002	156392899.254	274757933212653.25	152684327.90249997	268242551730691.62	4.712603287283071e+20"
"1.0	12546.96	12593.85	12277.39	22171501619.0	157426205.24159998	158014532.19599998	154043921.23439997	278184943953528.22	158605057.82250002	154619608.0515	279224565664443.16	150734305.2121	272208172262094.4	4.915754840413196e+20"
"1.0	12382.18	12485.77	12275.12	17722659652.0	153318381.5524	154601051.57860002	151992745.3616	219445161889801.38	155894452.4929	153264325.0424	221281052203152.06	150678571.0144	217547773947458.25	3.1409266514062875e+20"
"1.0	12309.59	12443.82	12268.12	16654280664.0	151526005.9681	153178322.2338	151015527.27080002	205007366718767.75	154848656.19239998	152662277.0184	207242870812296.47	150506768.33440003	204316713699631.7	2.7736506443528428e+20"
"1.0	12366.31	12415.22	12172.25	17485470182.0	152925623.0161	153530459.23819998	150525816.8975	216230744766368.4	154137687.64839998	151121161.64499998	217085959112970.03	148163670.0625	212837514422849.5	3.057416674856111e+20"
"1.0	12294.66	12693.78	12274.04	24220899641.0	151158664.5156	156065709.2148	150905148.62640002	297787725980217.06	161132050.68840003	155803963.47120002	307454771444933.0	150652057.9216	297288291029619.7	5.866519794193939e+20"
"1.0	12658.16	12665.74	12487.86	18829262545.0	160229014.5856	160324963.4384	158073329.93760002	238343817976617.2	160420969.7476	158167987.91640002	238486543786708.28	155946647.37960002	235137194565203.72	3.545411279885399e+20"
"1.0	12589.01	12775.44	12579.29	26634359375.0	158483172.78010002	160830141.9144	158360807.60290003	335300216515468.75	163211867.1936	160705964.6376	340265660133750.0	158238536.90410003	335041330542343.75	7.093890993166504e+20"
"1.0	12745.1	12747.67	12549.81	24445674056.0	162437574.01000002	162470328.917	159948583.431	311562560411125.6	162503090.4289	159980836.4427	311625385793449.5	157497731.0361	306788564724729.4	5.975909800521915e+20"
"1.0	12593.59	12626.64	12419.74	22921808506.0	158598509.08810002	159014727.2376	156409113.4666	288667858383076.56	159432037.6896	156819585.87359998	289425424154199.8	154249941.6676	284682901974308.44	5.25409305185734e+20"
"1.0	12613.1	12634.88	12507.02	18004640807.0	159090291.61	159365004.928	157752293.962	227094334962771.72	159640192.61439997	158024696.8576	227486476039548.16	156425549.2804	225184402665965.16	3.241670905890896e+20"
"1.0	12557.21	12663.69	12496.85	19651729174.0	157683522.98409998	159020614.7049	156925569.78849998	246770890101044.53	160369044.41610003	158256234.3765	248863406223492.06	156171259.9225	245584711728101.9	3.861904595282427e+20"
"1.0	12614.76	12629.26	12551.05	23843600753.0	159132169.8576	159315083.8776	158328483.498	300781301034914.3	159498208.1476	158510473.723	301127033245832.8	157528856.1025	299262225230940.6	5.6851729686846217e+20"
"1.0	12573.41	12638.47	12494.7	24596285149.0	158090639.02809998	158908665.08269998	157100985.92700002	309259177655288.06	159730923.9409	157913891.109	310859411967082.0	156117528.09	307323204051210.3	6.04977243130918e+20"
"1.0	12569.3	12616.58	12394.11	21402065194.0	157987302.48999998	158581578.994	155785286.82299998	269008978042944.2	159178090.8964	156371280.3438	270020867685316.53	153613962.69210002	265259550241607.34	4.5804839456822624e+20"
"1.0	12415.95	12451.36	12300.19	21326918152.0	154155814.4025	154595463.192	152718544.03050002	264793949429324.4	155036365.84960002	153154093.75840002	265549135601086.72	151294674.0361	262325145384048.9	4.548374378621071e+20"
"1.0	12393.65	12462.38	12349.18	18937772921.0	153602560.3225	154454375.887	153051414.707	234708129362351.66	155310915.26439998	153900173.8484	236009722495211.97	152502246.6724	233865966600554.78	3.5863924320736084e+20"
"1.0	12427.99	12535.68	12358.92	16639032803.0	154454935.44009998	155793305.6832	153596534.1708	206789733285355.97	157143273.0624	154927466.2656	208581590727911.03	152742903.5664	205640475289652.75	2.7685741261931004e+20"
"1.0	12436.57	12492.28	12354.59	17564049329.0	154668273.3649	155361114.6796	153648723.3563	218436528963561.53	156057059.59840003	154336997.5652	219415022151680.12	152635894.0681	216996628199570.12	3.084958288315453e+20"
"1.0	12471.19	12528.93	12386.92	18605321210.0	155530580.01610002	156250666.52670002	154479632.8348	232030495820939.9	156974086.9449	155194853.5956	233104767067605.3	153435787.0864	230462625402573.2	3.461579773272759e+20"
"1.0	12392.88	12662.1	12371.18	24293920504.0	153583474.69439998	156919885.848	153314549.1984	301071641535611.5	160328776.41	156645118.278	307612050813698.44	153046094.5924	300544463460674.75	5.901945734546716e+20"
"1.0	12604.47	12788.19	12551.99	22183773152.0	158872663.9809	161188357.2093	158211181.3953	279614703181189.44	163537803.47610003	160517232.9981	283690305984674.9	157552452.9601	278450498766172.47	4.92119791259396e+20"
"1.0	12783.98	12833.32	12715.52	24324522006.0	163430144.6404	164060906.21359998	162554953.3696	310964202834263.9	164694102.22239998	163182337.1264	312164374750039.94	161684448.8704	309298946057733.1	5.916823708203783e+20"
"1.0	12849.0	12910.14	12717.91	22209594136.0	165096801.0	165882388.85999998	163412425.59	285371075053464.0	166671714.8196	164189998.6074	286728969638939.0	161745234.7681	282459619358175.75	4.932660716858456e+20"
"1.0	12799.56	13019.1	12785.21	22283157610.0	163828736.1936	166638751.596	163645062.50759998	285214612818651.56	169496964.81	166451927.511	290106657240351.0	163461594.74409997	284894849506948.06	4.965391130721009e+20"
"1.0	12986.47	13447.39	12949.73	27512854690.0	168648403.06089997	174634126.81329998	168171280.15309998	357294862046044.3	180832297.8121	174140069.7047	369976087029759.06	167695507.0729	356284039764733.7	7.56957173193055e+20"
"1.0	13288.51	15132.35	13270.79	47171673941.0	176584498.0201	201086384.2985	176349025.6229	626841260881717.9	228988016.5225	200818239.05650002	713818280161091.4	176113867.22410002	626005378819483.4	2.2251668223960186e+21"
"1.0	14697.85	14954.06	14239.19	38486682473.0	216026794.6225	219792530.771	209285478.74150002	565671485985783.1	223623910.4836	212933701.6114	575532158902190.4	202754531.85610002	548019184202716.9	1.4812247277775254e+21"
"1.0	14600.41	15074.24	14523.11	32842463658.0	213171972.1681	220090084.4384	212043360.4751	479513434816899.75	227232711.5776	218924845.6864	495075179371969.94	210920724.0721	476974712376136.4	1.0786274191270508e+21"
"1.0	14808.55	14991.46	14615.35	30655706597.0	219293153.1025	222001784.98299998	216432141.2425	453966563927004.3	224743872.93159997	219105434.91099998	459573799220661.56	213608455.6225	448043881412463.94	9.397723469613493e+20"
"1.0	14900.8	15303.06	14749.48	31061548225.0	222033840.64	228027836.44799998	219779051.584	462841917791080.0	234183645.3636	225712177.40879998	475336736180068.5	217547160.2704	458141684313673.0	9.648197781340007e+20"
"1.0	15185.21	15818.5	15074.04	34971254848.0	230590602.74409997	240207244.385	228902462.9484	531045848830398.06	250224942.25	238448701.74	553192794813088.0	227226681.9216	527158094428945.94	1.2229886656437635e+21"
"1.0	15770.21	16139.53	14776.91	36724501598.0	248699523.44409996	254523777.40129998	233034973.8511	579153102345795.5	260484428.62090003	238492382.2523	592716195275969.0	218357069.1481	542674654908502.2	1.3486890176215046e+21"
"1.0	14796.64	15343.52	14763.3	27154669667.0	218940555.28959998	227032541.7728	218447235.31199998	401797871381518.9	235423605.99040002	226520988.81599998	416648217129007.9	217955026.89	400892534694821.06	7.373760847238899e+20"
"1.0	15064.68	15253.83	14884.99	28257237015.0	226944583.5024	229794067.7244	224237611.1532	425686233315130.2	232679329.66889998	227053107.0117	431031089696517.44	221562927.3001	420608690395904.9	7.984714437218861e+20"
"1.0	14898.17	15640.13	14838.57	32382554329.0	221955469.3489	233009315.5621	221067538.4169	482440799427677.94	244613666.41689998	232077163.8141	506467359437622.75	220183159.6449	480510799189669.5	1.0486298248706366e+21"
"1.0	15586.7	15834.94	15384.3	31168967107.0	242945216.89000002	246814459.298	239790468.81	485821339606676.94	250745324.8036	243609467.442	493558724001318.6	236676686.48999998	479512740664220.06	9.71504510517248e+20"
"1.0	15689.08	15876.8	15280.1	30963757388.0	246147231.2464	249092385.34399998	239730711.308	485792866760923.06	252072778.23999998	242599091.68	491605383297798.4	233481456.01000002	473129309264378.8	9.587542715829246e+20"
"1.0	15533.27	15794.62	15471.19	23520550857.0	241282476.89290002	245342097.0074	240318171.49130002	365351067010512.4	249470020.9444	244361566.99780002	371498162976989.4	239357720.01610002	363890911213309.8	5.532163126167234e+20"
"1.0	15710.64	15802.64	15458.28	23417711747.0	246824209.20959997	248269588.08959997	242859472.0992	367907238880888.06	249723430.9696	244281633.8592	370061668361612.06	238958420.55840003	361997545144415.2	5.483892234655818e+20"
"1.0	15615.18	16110.86	15615.18	34873621577.0	243833846.43240002	251573978.85480002	243833846.43240002	544557878176738.9	259559809.93960002	251573978.85480002	561844034920026.25	243833846.43240002	544557878176738.9	1.2161694818958e+21"
"1.0	15867.13	15914.48	14895.83	35990897086.0	251765814.43689996	252517123.04239997	236354071.06789997	571072242880183.1	253270673.6704	237059388.61839998	572776411857205.2	221885751.3889	536114284540551.4	1.2953446730550432e+21"
"1.0	15179.92	15543.23	14994.04	33194861402.0	230429971.2064	235944987.9416	227608327.6768	503895340493447.8	241591998.8329	233055812.3492	515955365589408.44	224821235.52160004	497725079656044.1	1.1018988234979894e+21"
"1.0	15347.39	15597.79	14843.85	36391228285.0	235542379.8121	239385366.2681	227814355.0515	558510373068926.1	243291052.88410002	231531255.0915	567622736631490.1	220339882.82250002	540185933978297.25	1.324321496090984e+21"
"1.0	15566.4	16102.31	15495.5	32157711558.0	242312808.95999998	250654998.38399997	241209151.2	500579801196451.2	259284387.33609998	249513344.605	517813440397498.94	240110520.25	498299819446989.0	1.0341184126475268e+21"
"1.0	15614.12	15872.18	15614.12	30986145948.0	243800743.37440002	247830123.1816	243800743.37440002	483821401169585.8	251926097.9524	247830123.1816	491817685992926.6	243800743.37440002	483821401169585.8	9.601412407107568e+20"
"1.0	15744.13	15834.63	15542.5	27279229871.0	247877629.45689997	249302473.2219	244703140.52499998	429487741388907.2	250735507.23689997	246109736.77499998	431956511692232.7	241569306.25	423987430270017.5	7.441563823548587e+20"
"1.0	15765.36	16317.87	15642.4	37323494617.0	248546575.92960003	257257094.9832	246608067.264	588418329095067.1	266272881.33690003	255250649.688	609039933105905.9	244684677.76	583829032196960.8	1.393043250425228e+21"
"1.0	16199.82	16277.64	15759.15	34263017233.0	262434168.03239998	263694838.02479997	255295393.353	555054711831498.06	264961563.9696	256521770.406	557721059832570.1	248350808.7225	539956028027431.94	1.173954349908855e+21"
"1.0	15775.46	15827.31	15451.24	32375127124.0	248865138.21159998	249683095.8126	243750418.57039997	510732522939577.0	250503741.83609998	244551565.3644	512411173280956.44	238740817.53759998	500235859223433.75	1.0481488562951605e+21"
