Boarded_Belfast,Boarded_Cherbourg,Boarded_Queenstown,Boarded_Southampton,Female,Male,Pclass,Cabin,Age_wiki,Fare,Family_Count
0,0,0,1,0,1,3,0,17,7.125,0
0,1,0,0,0,1,1,1,50,55.9,1
0,0,0,1,1,0,1,1,13,120.0,3
0,0,0,1,1,0,3,0,20,34.375,4
0,0,0,1,1,0,2,0,23,18.75,5
0,0,0,1,0,1,1,1,64,263.0,5
0,0,0,1,0,1,2,0,31,10.5,0
0,0,0,1,1,0,2,0,48,26.25,2
0,0,0,1,0,1,3,0,19,9.5,0
0,0,0,1,0,1,3,0,25,7.775,1
0,0,0,1,1,0,2,0,28,13.0,0
0,0,0,1,0,1,3,0,29,8.1125,0
0,0,0,1,0,1,1,1,4,81.8583,2
0,0,0,1,1,0,2,0,13,19.5,1
0,0,0,1,0,1,1,0,34,26.55,0
0,1,0,0,1,0,3,0,5,19.2583,3
0,0,0,1,0,1,1,1,52,30.5,0
0,0,0,1,0,1,2,0,36,27.75,3
0,0,0,1,0,1,3,0,28,19.9667,1
0,0,0,1,0,1,1,1,30,27.75,0
0,1,0,0,0,1,1,1,47,89.1042,1
0,0,0,1,0,1,3,0,24,8.05,0
0,1,0,0,0,1,3,0,29,7.8958,0
0,1,0,0,0,1,1,1,65,26.55,0
0,0,0,1,1,0,1,1,31,51.8625,1
0,0,0,1,1,0,2,0,48,10.5,0
0,0,1,0,0,1,3,0,16,7.75,0
0,0,0,1,0,1,1,1,47,26.55,0
0,0,0,1,0,1,3,0,34,8.05,0
0,0,0,1,0,1,1,1,47,38.5,0
0,0,0,1,0,1,2,0,48,13.0,0
0,0,0,1,0,1,3,0,34,8.05,0
0,0,0,1,0,1,3,0,37,7.05,0
1,0,0,0,0,1,2,0,21,0.0,0
0,0,0,1,0,1,1,0,56,26.55,0
0,0,1,0,0,1,3,0,22,7.725,0
0,1,0,0,1,0,3,0,0,19.2583,3
0,0,0,1,0,1,3,0,39,7.25,0
0,0,0,1,0,1,3,0,38,8.6625,0
0,0,0,1,1,0,2,0,33,27.75,3
0,0,0,1,1,0,2,1,23,13.7917,0
0,0,0,1,1,0,3,0,22,9.8375,0
0,0,0,1,0,1,1,1,40,52.0,0
0,0,0,1,0,1,2,0,33,21.0,1
0,0,0,1,0,1,3,0,29,7.0458,1
0,0,0,1,0,1,3,0,22,7.5208,0
0,0,0,1,1,0,3,0,2,12.2875,1
0,0,0,1,0,1,3,0,10,46.9,7
1,0,0,0,0,1,2,0,37,0.0,0
0,0,0,1,0,1,3,0,50,8.05,0
0,0,0,1,1,0,3,0,63,9.5875,0
0,1,0,0,0,1,1,1,25,91.0792,1
0,0,0,1,1,0,3,0,8,25.4667,4
0,0,0,1,1,0,1,1,31,90.0,1
0,1,0,0,0,1,1,1,58,29.7,0
0,0,0,1,0,1,3,0,30,8.05,0
0,0,0,1,0,1,3,0,3,15.9,2
0,0,0,1,0,1,3,0,19,19.9667,1
0,0,0,1,0,1,3,0,21,7.25,0
0,0,0,1,0,1,1,1,55,30.5,0
0,1,0,0,0,1,1,0,71,49.5042,0
0,0,0,1,0,1,3,0,21,8.05,0
0,1,0,0,0,1,3,0,26,14.4583,0
0,1,0,0,1,0,1,1,54,78.2667,1
0,0,0,1,0,1,3,0,55,15.1,0
0,0,0,1,1,0,1,1,25,151.55,3
0,0,0,1,0,1,3,0,24,7.7958,0
0,0,0,1,0,1,3,0,17,8.6625,0
0,0,1,0,1,0,3,0,22,7.75,0
0,0,1,0,1,0,3,0,21,7.6292,0
0,0,0,1,1,0,3,0,37,9.5875,0
0,0,0,1,1,0,1,1,20,86.5,0
0,1,0,0,0,1,1,1,24,108.9,1
0,0,0,1,1,0,2,0,33,26.0,2
0,0,0,1,0,1,1,0,37,26.55,0
0,0,0,1,0,1,3,0,28,22.525,0
0,0,0,1,0,1,3,0,26,56.4958,0
0,0,1,0,0,1,3,0,29,7.75,0
0,0,0,1,0,1,3,0,66,8.05,0
0,0,0,1,0,1,1,1,35,26.2875,0
0,1,0,0,1,0,1,0,54,59.4,1
0,0,0,1,0,1,3,0,24,7.4958,0
0,0,0,1,0,1,1,1,48,34.0208,0
0,0,0,1,1,0,2,1,34,10.5,0
0,0,1,0,0,1,3,0,29,24.15,0
0,0,0,1,1,0,2,0,36,26.0,1
0,0,0,1,0,1,3,0,32,7.8958,0
0,0,0,1,1,0,1,1,33,93.5,0
0,0,0,1,0,1,3,0,21,7.8958,0
0,1,0,0,0,1,3,0,30,7.225,0
0,1,0,0,1,0,1,1,44,57.9792,1
0,1,0,0,0,1,3,0,18,7.2292,0
0,0,1,0,0,1,3,0,25,7.75,0
0,0,0,1,1,0,2,0,50,10.5,0
0,0,0,1,0,1,1,1,57,221.7792,0
0,0,0,1,0,1,3,0,39,7.925,0
0,0,0,1,0,1,2,0,23,11.5,3
0,0,0,1,1,0,2,0,2,26.0,2
0,1,0,0,0,1,3,0,17,7.2292,0
0,1,0,0,0,1,3,0,15,7.2292,2
0,1,0,0,1,0,3,0,24,22.3583,2
0,0,0,1,1,0,3,0,30,8.6625,0
0,0,0,1,1,0,2,0,7,26.25,2
0,0,0,1,0,1,1,1,46,26.55,0
0,1,0,0,1,0,1,0,27,106.425,0
0,0,0,1,0,1,3,0,69,14.5,0
0,1,0,0,1,0,1,1,22,49.5,2
0,0,0,1,1,0,1,1,39,71.0,2
0,0,0,1,1,0,3,0,9,31.275,6
0,0,0,1,1,0,3,0,11,31.275,6
0,0,0,1,0,1,2,0,32,26.0,1
0,1,0,0,0,1,1,1,50,106.425,1
0,0,0,1,0,1,1,0,64,26.0,0
0,0,0,1,1,0,2,0,19,26.0,1
0,1,0,0,0,1,2,0,26,13.8625,0
0,0,0,1,0,1,3,0,33,20.525,2
0,0,0,1,0,1,2,0,8,36.75,2
0,1,0,0,0,1,1,1,17,110.8833,2
0,0,0,1,0,1,2,0,27,26.0,0
0,0,1,0,0,1,3,0,21,7.8292,0
0,1,0,0,0,1,3,0,22,7.225,0
0,0,0,1,1,0,3,0,22,7.775,0
0,0,0,1,0,1,1,0,62,26.55,0
0,1,0,0,1,0,1,1,48,39.6,1
0,0,0,1,1,0,1,1,39,79.65,2
0,0,0,1,1,0,3,0,36,17.4,1
0,0,1,0,0,1,3,0,30,7.75,0
0,0,0,1,0,1,3,0,40,7.8958,0
0,0,0,1,0,1,2,0,28,13.5,0
0,0,0,1,0,1,3,0,39,8.05,0
0,0,0,1,1,0,3,0,63,8.05,0
0,0,0,1,0,1,3,0,24,24.15,2
0,0,0,1,0,1,3,0,19,7.8958,0
0,0,0,1,1,0,3,0,29,21.075,4
0,1,0,0,0,1,3,0,28,7.2292,0
0,0,0,1,0,1,3,0,32,7.8542,0
0,0,0,1,0,1,2,0,62,10.5,0
0,0,0,1,1,0,1,1,53,51.4792,2
0,0,0,1,0,1,1,1,36,26.3875,0
0,0,1,0,1,0,3,0,22,7.75,0
0,0,0,1,0,1,3,0,16,8.05,0
0,0,0,1,0,1,3,0,19,14.5,0
0,0,0,1,1,0,2,0,34,13.0,0
0,1,0,0,1,0,1,1,39,55.9,1
0,1,0,0,1,0,3,0,18,14.4583,1
0,0,0,1,0,1,3,0,32,7.925,0
0,0,0,1,1,0,2,0,25,30.0,2
0,1,0,0,1,0,1,1,39,110.8833,2
0,0,0,1,0,1,2,0,55,26.0,0
0,0,0,1,0,1,1,1,36,40.125,0
0,1,0,0,0,1,3,0,16,8.7125,0
0,0,0,1,1,0,1,1,18,79.65,2
0,0,0,1,0,1,2,0,47,15.0,0
0,1,0,0,0,1,1,1,60,79.2,2
0,0,0,1,0,1,3,0,22,8.05,0
0,0,0,1,0,1,3,0,22,8.05,0
0,0,0,1,0,1,3,0,35,7.125,0
0,1,0,0,1,0,1,1,52,78.2667,1
0,0,0,1,0,1,3,0,47,7.25,0
0,0,1,0,1,0,3,0,40,7.75,2
0,0,0,1,0,1,2,0,36,26.0,1
0,0,0,1,0,1,3,0,36,24.15,2
0,0,0,1,1,0,2,0,31,33.0,0
0,0,0,1,0,1,3,0,49,0.0,0
0,1,0,0,0,1,3,0,18,7.225,0
0,1,0,0,0,1,1,1,49,56.9292,1
0,0,0,1,1,0,2,0,24,27.0,3
0,0,0,1,0,1,3,0,42,7.8958,0
0,0,0,1,0,1,1,0,37,42.4,0
0,0,0,1,0,1,3,0,44,8.05,0
0,0,0,1,0,1,1,0,40,26.55,0
0,0,0,1,0,1,3,0,36,15.55,1
0,0,0,1,0,1,3,0,30,7.8958,0
0,0,0,1,0,1,1,0,27,30.5,0
0,1,0,0,1,0,2,0,22,41.5792,3
0,0,0,1,1,0,1,1,40,153.4625,0
0,0,0,1,1,0,3,0,39,31.275,6
0,0,0,1,0,1,3,0,21,7.05,0
0,0,1,0,1,0,3,0,25,15.5,1
0,0,1,0,0,1,3,0,22,7.75,0
0,0,0,1,0,1,3,0,35,8.05,0
0,0,0,1,1,0,2,0,24,65.0,3
0,0,0,1,0,1,3,0,34,14.4,2
0,0,0,1,1,0,3,0,26,16.1,1
0,0,0,1,1,0,2,1,4,39.0,3
0,0,0,1,0,1,2,0,26,10.5,0
0,1,0,0,0,1,3,0,27,14.4542,1
0,0,0,1,0,1,1,1,42,52.5542,1
0,1,0,0,0,1,3,0,20,15.7417,2
0,0,0,1,0,1,3,0,21,7.8542,0
0,0,0,1,0,1,3,0,20,16.1,0
0,0,0,1,0,1,1,1,61,32.3208,0
0,0,1,0,0,1,2,0,52,12.35,0
0,1,0,0,1,0,1,1,21,77.9583,0
0,0,0,1,0,1,3,0,26,7.8958,0
0,0,1,0,0,1,3,0,17,7.7333,0
0,0,0,1,0,1,1,1,47,30.0,0
0,0,0,1,0,1,3,0,51,7.0542,0
0,0,0,1,0,1,1,1,32,30.5,0
1,0,0,0,0,1,1,0,29,0.0,0
0,0,0,1,1,0,3,0,9,27.9,5
0,0,0,1,1,0,2,0,28,13.0,0
0,0,0,1,0,1,3,0,32,7.925,0
0,0,0,1,0,1,2,0,31,26.25,2
0,0,0,1,1,0,3,0,41,39.6875,5
0,0,0,1,0,1,3,0,36,16.1,1
0,0,0,1,0,1,3,0,20,7.8542,0
0,1,0,0,1,0,1,1,24,69.3,0
0,0,0,1,1,0,3,0,2,27.9,5
0,0,0,1,0,1,3,0,32,56.4958,0
0,1,0,0,1,0,3,0,4,19.2583,3
0,1,0,0,0,1,1,1,48,76.7292,1
0,0,0,1,0,1,3,0,19,7.8958,0
0,0,0,1,0,1,1,1,56,35.5,0
0,0,0,1,0,1,3,0,18,7.55,0
0,0,0,1,1,0,3,0,24,7.55,0
0,0,0,1,0,1,3,0,23,7.8958,0
0,0,0,1,1,0,2,0,19,23.0,1
0,0,0,1,0,1,3,0,21,8.4333,0
0,0,1,0,1,0,3,0,16,7.8292,0
0,0,1,0,1,0,3,0,18,6.75,0
0,0,0,1,0,1,2,0,24,73.5,2
0,0,0,1,0,1,3,0,27,7.8958,0
0,0,1,0,1,0,3,0,32,15.5,2
0,0,0,1,0,1,2,0,23,13.0,0
0,1,0,0,0,1,1,1,58,113.275,2
0,0,0,1,0,1,1,0,49,133.65,2
0,1,0,0,0,1,3,0,40,7.225,0
0,0,0,1,0,1,1,1,37,25.5875,0
0,0,0,1,0,1,3,0,36,7.4958,0
0,0,0,1,0,1,3,0,20,7.925,1
0,0,0,1,0,1,2,0,30,73.5,2
0,0,0,1,0,1,2,0,25,13.0,0
0,0,0,1,0,1,3,0,49,7.775,0
0,0,0,1,0,1,3,0,43,8.05,0
0,0,0,1,1,0,1,1,48,52.0,1
0,0,0,1,1,0,2,0,40,39.0,2
0,0,0,1,0,1,1,1,31,52.0,1
0,0,0,1,0,1,2,0,71,10.5,0
0,0,0,1,0,1,2,0,32,13.0,0
1,0,0,0,0,1,2,0,15,0.0,0
0,0,0,1,0,1,3,0,18,7.775,0
0,0,0,1,0,1,3,0,33,8.05,0
0,0,0,1,1,0,3,0,18,9.8417,0
0,0,0,1,1,0,3,0,43,46.9,7
0,1,0,0,0,1,1,1,36,512.3292,1
0,0,1,0,1,0,3,0,26,8.1375,0
0,1,0,0,0,1,1,1,27,76.7292,0
0,0,0,1,0,1,3,0,20,9.225,0
0,0,0,1,0,1,3,0,14,46.9,7
0,0,0,1,0,1,2,0,60,39.0,2
0,1,0,0,0,1,2,0,25,41.5792,3
0,0,0,1,0,1,3,0,15,39.6875,5
0,0,0,1,0,1,3,0,19,10.1708,0
0,0,0,1,0,1,3,0,18,7.7958,0
0,0,0,1,1,0,1,1,16,211.3375,1
0,0,0,1,0,1,1,1,31,57.0,1
0,0,0,1,1,0,3,0,4,13.4167,1
0,0,0,1,0,1,3,0,37,56.4958,0
0,1,0,0,0,1,3,0,25,7.225,0
0,0,0,1,0,1,1,0,59,26.55,0
0,0,0,1,0,1,2,0,52,13.5,0
0,0,1,0,0,1,3,0,44,8.05,0
0,0,1,0,1,0,3,0,19,7.7333,0
0,1,0,0,0,1,1,1,49,110.8833,2
0,0,0,1,0,1,3,1,42,7.65,0
0,1,0,0,1,0,1,1,18,227.525,1
0,0,0,1,0,1,1,1,35,26.2875,0
0,1,0,0,1,0,3,0,12,14.4542,1
0,0,1,0,0,1,3,0,29,7.7417,0
0,0,0,1,0,1,3,0,26,7.8542,1
0,0,0,1,0,1,2,0,38,26.0,0
0,0,0,1,1,0,2,0,45,13.5,0
0,0,0,1,0,1,1,1,42,26.2875,0
0,0,0,1,1,0,1,0,22,151.55,0
0,1,0,0,0,1,3,0,4,15.2458,2
0,1,0,0,1,0,1,1,24,49.5042,0
0,0,0,1,0,1,1,1,45,26.55,0
0,0,0,1,0,1,1,1,48,52.0,1
0,0,0,1,0,1,3,0,29,9.4833,0
0,0,0,1,0,1,2,0,52,13.0,0
0,0,0,1,0,1,3,1,19,7.65,0
0,1,0,0,1,0,1,1,39,227.525,0
0,0,0,1,1,0,2,1,27,10.5,0
0,0,1,0,0,1,3,0,19,15.5,0
0,0,0,1,0,1,3,0,33,7.775,0
0,0,0,1,1,0,2,0,6,33.0,1
0,0,0,1,0,1,3,0,17,7.0542,1
0,0,0,1,0,1,2,0,34,13.0,0
0,0,0,1,0,1,2,0,50,13.0,0
0,0,0,1,0,1,1,1,27,53.1,1
0,0,0,1,0,1,3,0,20,8.6625,0
0,0,0,1,1,0,2,0,30,21.0,3
0,0,1,0,1,0,3,0,28,7.7375,0
0,0,0,1,0,1,2,0,25,26.0,1
0,0,0,1,1,0,3,0,25,7.925,1
0,0,0,1,1,0,1,1,29,211.3375,0
0,1,0,0,0,1,3,0,11,18.7875,0
1,0,0,0,0,1,2,0,39,0.0,0
0,0,0,1,0,1,2,0,23,13.0,0
0,0,0,1,0,1,2,0,23,13.0,0
0,0,0,1,0,1,3,0,28,16.1,0
0,0,0,1,1,0,3,0,48,34.375,4
0,1,0,0,0,1,1,1,35,512.3292,0
0,0,0,1,0,1,3,0,20,7.8958,0
0,0,0,1,0,1,3,0,32,7.8958,0
0,0,0,1,0,1,1,1,45,30.0,0
0,0,0,1,0,1,1,1,36,78.85,1
0,1,0,0,1,0,1,1,21,262.375,4
0,0,0,1,0,1,3,0,27,16.1,1
0,0,0,1,0,1,3,0,31,7.925,0
0,0,0,1,0,1,1,1,70,71.0,2
0,0,0,1,0,1,3,0,16,20.25,2
0,0,0,1,1,0,2,0,30,13.0,0
0,0,0,1,0,1,1,1,18,53.1,1
0,0,1,0,0,1,3,0,31,7.75,0
0,0,0,1,1,0,2,0,4,23.0,2
0,0,0,1,0,1,3,1,7,12.475,1
0,0,0,1,0,1,3,0,35,9.5,0
0,0,0,1,0,1,3,0,23,7.8958,0
0,0,0,1,1,0,2,0,48,65.0,3
0,0,0,1,0,1,2,0,1,14.5,2
0,0,0,1,0,1,3,0,24,7.7958,0
0,0,0,1,0,1,2,0,18,11.5,0
0,0,0,1,0,1,3,0,34,8.05,0
0,0,0,1,1,0,1,1,34,86.5,0
0,0,0,1,0,1,3,0,21,14.5,0
0,0,0,1,0,1,3,0,41,7.125,0
0,1,0,0,0,1,3,0,27,7.2292,0
0,0,0,1,1,0,1,1,36,120.0,3
0,0,0,1,0,1,3,0,16,7.775,0
0,1,0,0,1,0,1,1,51,77.9583,1
0,1,0,0,0,1,1,0,45,39.6,0
0,0,1,0,1,0,3,0,32,7.75,0
0,0,1,0,0,1,3,0,27,24.15,1
0,0,0,1,0,1,3,0,32,8.3625,0
0,0,0,1,0,1,3,0,24,9.5,0
0,0,0,1,0,1,3,0,48,7.8542,0
0,0,0,1,1,0,2,1,57,10.5,0
0,1,0,0,0,1,3,0,29,7.225,0
0,0,0,1,1,0,2,0,54,23.0,4
0,0,0,1,0,1,3,0,18,7.75,0
0,0,1,0,0,1,3,1,20,7.75,0
0,0,0,1,1,0,3,0,6,12.475,0
0,0,1,0,0,1,3,0,22,7.7375,0
0,0,0,1,1,0,1,1,43,211.3375,1
0,1,0,0,1,0,3,0,15,7.2292,0
0,0,0,1,1,0,1,1,17,57.0,1
0,0,0,1,0,1,1,1,29,30.0,0
0,0,0,1,0,1,3,0,35,23.45,3
0,0,0,1,0,1,3,0,25,7.05,0
0,0,0,1,0,1,3,0,25,7.25,0
0,0,0,1,1,0,3,0,18,7.4958,0
0,0,1,0,0,1,3,0,8,29.125,5
0,0,0,1,0,1,3,0,1,20.575,3
0,1,0,0,0,1,1,1,46,79.2,0
0,0,1,0,0,1,3,0,23,7.75,0
0,0,0,1,0,1,2,0,18,26.0,0
0,0,0,1,1,0,3,0,20,69.55,10
0,1,0,0,0,1,1,0,42,30.6958,0
0,0,0,1,0,1,3,0,25,7.8958,0
0,0,0,1,0,1,2,0,39,13.0,0
0,0,0,1,1,0,1,1,49,25.9292,0
0,0,0,1,1,0,3,0,31,8.6833,0
0,1,0,0,0,1,3,0,33,7.2292,0
0,0,0,1,1,0,3,0,30,24.15,2
0,0,0,1,0,1,2,0,34,13.0,0
0,0,0,1,1,0,2,0,31,26.25,2
0,0,0,1,0,1,1,1,11,120.0,3
0,1,0,0,0,1,3,0,0,8.5167,1
0,0,0,1,0,1,3,0,27,6.975,0
0,0,0,1,0,1,3,0,31,7.775,0
1,0,0,0,0,1,1,1,39,0.0,0
0,0,0,1,1,0,3,0,18,7.775,0
0,0,0,1,0,1,2,0,31,13.0,0
0,0,0,1,1,0,1,1,32,53.1,1
0,0,0,1,0,1,3,0,23,7.8875,0
0,0,0,1,0,1,3,0,39,24.15,0
0,0,0,1,0,1,2,0,35,10.5,0
0,0,0,1,1,0,3,0,6,31.275,6
0,0,0,1,0,1,3,0,22,8.05,0
0,0,0,1,0,1,1,1,39,0.0,0
0,0,0,1,1,0,3,0,23,7.925,0
0,1,0,0,0,1,2,0,31,37.0042,2
0,0,0,1,0,1,3,0,43,6.45,0
0,0,0,1,0,1,3,0,11,27.9,5
0,0,0,1,1,0,1,1,52,93.5,2
0,0,0,1,0,1,3,0,29,8.6625,0
0,0,0,1,0,1,1,0,38,0.0,0
0,0,0,1,1,0,3,1,29,12.475,1
0,0,0,1,0,1,3,0,2,39.6875,5
0,0,1,0,0,1,3,0,42,6.95,0
0,0,0,1,0,1,3,0,23,56.4958,0
0,1,0,0,0,1,2,0,1,37.0042,2
0,0,1,0,0,1,3,0,19,7.75,0
0,0,0,1,1,0,1,1,62,80.0,0
0,1,0,0,1,0,3,0,15,14.4542,1
0,0,0,1,0,1,2,0,0,18.75,2
0,1,0,0,0,1,3,0,30,7.2292,0
0,0,0,1,0,1,3,0,23,7.8542,0
0,0,0,1,0,1,3,0,15,8.3,0
0,1,0,0,1,0,1,1,39,83.1583,2
0,0,0,1,0,1,3,0,21,8.6625,0
0,0,0,1,0,1,3,0,20,8.05,0
0,0,0,1,0,1,3,0,32,56.4958,0
0,1,0,0,0,1,1,1,28,29.7,0
0,0,0,1,0,1,3,0,19,7.925,0
0,0,0,1,0,1,2,0,16,10.5,0
0,0,0,1,1,0,1,0,30,31.0,0
0,1,0,0,0,1,3,0,30,6.4375,0
0,0,0,1,0,1,3,0,17,8.6625,0
0,0,0,1,0,1,3,0,40,7.55,0
0,0,0,1,0,1,3,0,18,69.55,10
0,0,0,1,0,1,3,0,35,7.8958,0
0,0,0,1,0,1,2,0,39,33.0,1
0,1,0,0,1,0,1,1,40,89.1042,1
0,0,0,1,0,1,3,0,4,31.275,6
0,0,0,1,0,1,3,0,74,7.775,0
0,1,0,0,1,0,3,0,7,15.2458,2
0,1,0,0,1,0,1,1,16,39.4,1
0,0,0,1,1,0,2,0,45,26.0,1
0,0,0,1,1,0,3,0,18,9.35,1
0,0,0,1,1,0,1,0,45,164.8667,2
0,0,0,1,0,1,1,1,51,26.55,0
0,1,0,0,1,0,3,0,24,19.2583,3
0,1,0,0,0,1,3,0,30,7.2292,0
0,0,0,1,0,1,3,0,41,14.1083,2
0,0,0,1,0,1,2,0,20,11.5,1
0,0,0,1,1,0,1,1,46,25.9292,0
0,0,0,1,1,0,3,0,14,69.55,10
0,0,0,1,0,1,2,0,24,13.0,0
0,0,0,1,1,0,2,0,42,13.0,0
0,1,0,0,1,0,2,0,27,13.8583,1
0,0,0,1,0,1,1,1,31,50.4958,0
0,0,0,1,0,1,3,0,23,9.5,0
0,0,0,1,0,1,3,0,4,11.1333,2
